,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
3317,DNB,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Hasan Ali
3318,2*,2.0,3.0,66.66,0.0,0.0,v West Indies,Sharjah,Hasan Ali
3319,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Sharjah,Hasan Ali
3320,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Abu Dhabi,Hasan Ali
3321,1*,1.0,1.0,100.0,0.0,0.0,v Australia,Brisbane,Hasan Ali
3322,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,Hasan Ali
3323,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Perth,Hasan Ali
3324,8*,8.0,7.0,114.28,0.0,0.0,v Australia,Sydney,Hasan Ali
3325,13,13.0,10.0,130.0,0.0,1.0,v Australia,Adelaide,Hasan Ali
3326,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Hasan Ali
3327,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Hasan Ali
3328,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Hasan Ali
3329,0,0.0,2.0,0.0,0.0,0.0,v India,Birmingham,Hasan Ali
3330,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Birmingham,Hasan Ali
3331,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Cardiff,Hasan Ali
3332,DNB,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Hasan Ali
3333,DNB,0.0,0.0,0.0,0.0,0.0,v India,The Oval,Hasan Ali
3334,11*,11.0,5.0,220.0,2.0,0.0,v Sri Lanka,Dubai (DSC),Hasan Ali
3335,7,7.0,2.0,350.0,0.0,1.0,v Sri Lanka,Abu Dhabi,Hasan Ali
3336,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Abu Dhabi,Hasan Ali
3337,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Sharjah,Hasan Ali
3338,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Sharjah,Hasan Ali
3339,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Wellington,Hasan Ali
3340,51,51.0,31.0,164.51,4.0,4.0,v New Zealand,Nelson,Hasan Ali
3341,1,1.0,3.0,33.33,0.0,0.0,v New Zealand,Dunedin,Hasan Ali
3342,1,1.0,3.0,33.33,0.0,0.0,v New Zealand,Hamilton,Hasan Ali
3343,0,0.0,2.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Hasan Ali
3344,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Hasan Ali
3345,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Hasan Ali
3346,DNB,0.0,0.0,0.0,0.0,0.0,v Hong Kong,Dubai (DSC),Hasan Ali
3347,1,1.0,3.0,33.33,0.0,0.0,v India,Dubai (DSC),Hasan Ali
3348,6*,6.0,3.0,200.0,0.0,1.0,v Afghanistan,Abu Dhabi,Hasan Ali
3349,2*,2.0,2.0,100.0,0.0,0.0,v India,Dubai (DSC),Hasan Ali
3350,8,8.0,11.0,72.72,1.0,0.0,v Bangladesh,Abu Dhabi,Hasan Ali
3351,16,16.0,21.0,76.19,1.0,0.0,v New Zealand,Abu Dhabi,Hasan Ali
3352,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Abu Dhabi,Hasan Ali
3353,2,2.0,3.0,66.66,0.0,0.0,v New Zealand,Dubai (DSC),Hasan Ali
3354,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Port Elizabeth,Hasan Ali
3355,59,59.0,45.0,131.11,5.0,3.0,v South Africa,Durban,Hasan Ali
3356,1,1.0,4.0,25.0,0.0,0.0,v South Africa,Centurion,Hasan Ali
3357,DNB,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Hasan Ali
3358,4*,4.0,4.0,100.0,0.0,0.0,v England,Southampton,Hasan Ali
3359,18*,18.0,9.0,200.0,1.0,2.0,v England,Bristol,Hasan Ali
3360,1,1.0,2.0,50.0,0.0,0.0,v England,Nottingham,Hasan Ali
3361,TDNB,0.0,0.0,0.0,0.0,0.0,v England,Leeds,Hasan Ali
3362,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Imad Wasim
3363,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Imad Wasim
3364,15,15.0,17.0,88.23,2.0,0.0,v Sri Lanka,Hambantota,Imad Wasim
3365,61,61.0,61.0,100.0,5.0,0.0,v Zimbabwe,Harare,Imad Wasim
3366,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Imad Wasim
3367,1,1.0,4.0,25.0,0.0,0.0,v New Zealand,Wellington,Imad Wasim
3368,0*,0.0,2.0,0.0,0.0,0.0,v Ireland,Dublin (Malahide),Imad Wasim
3369,17*,17.0,20.0,85.0,1.0,0.0,v England,Southampton,Imad Wasim
3370,63*,63.0,70.0,90.0,5.0,1.0,v England,Lord's,Imad Wasim
3371,57*,57.0,41.0,139.02,7.0,1.0,v England,Leeds,Imad Wasim
3372,16*,16.0,19.0,84.21,2.0,0.0,v England,Cardiff,Imad Wasim
3373,24,24.0,24.0,100.0,2.0,0.0,v West Indies,Sharjah,Imad Wasim
3374,11,11.0,9.0,122.22,1.0,0.0,v West Indies,Sharjah,Imad Wasim
3375,4,4.0,6.0,66.66,0.0,0.0,v West Indies,Abu Dhabi,Imad Wasim
3376,29,29.0,36.0,80.55,1.0,1.0,v Australia,Brisbane,Imad Wasim
3377,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,Imad Wasim
3378,9,9.0,13.0,69.23,1.0,0.0,v Australia,Perth,Imad Wasim
3379,25,25.0,17.0,147.05,2.0,0.0,v Australia,Sydney,Imad Wasim
3380,6*,6.0,6.0,100.0,0.0,0.0,v West Indies,Providence,Imad Wasim
3381,43*,43.0,35.0,122.85,2.0,2.0,v West Indies,Providence,Imad Wasim
3382,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Imad Wasim
3383,0,0.0,1.0,0.0,0.0,0.0,v India,Birmingham,Imad Wasim
3384,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Birmingham,Imad Wasim
3385,4,4.0,3.0,133.33,1.0,0.0,v Sri Lanka,Cardiff,Imad Wasim
3386,DNB,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Imad Wasim
3387,25*,25.0,21.0,119.04,1.0,1.0,v India,The Oval,Imad Wasim
3388,10*,10.0,5.0,200.0,0.0,1.0,v Sri Lanka,Dubai (DSC),Imad Wasim
3389,10,10.0,26.0,38.46,0.0,0.0,v Sri Lanka,Abu Dhabi,Imad Wasim
3390,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Sharjah,Imad Wasim
3391,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Sharjah,Imad Wasim
3392,50,50.0,72.0,69.44,0.0,2.0,v New Zealand,Abu Dhabi,Imad Wasim
3393,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Abu Dhabi,Imad Wasim
3394,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Port Elizabeth,Imad Wasim
3395,43*,43.0,23.0,186.95,7.0,0.0,v South Africa,Centurion,Imad Wasim
3396,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Johannesburg,Imad Wasim
3397,47*,47.0,31.0,151.61,4.0,2.0,v South Africa,Cape Town,Imad Wasim
3398,28*,28.0,13.0,215.38,4.0,1.0,v Australia,Sharjah,Imad Wasim
3399,19*,19.0,10.0,190.0,2.0,1.0,v Australia,Sharjah,Imad Wasim
3400,43,43.0,53.0,81.13,4.0,0.0,v Australia,Abu Dhabi,Imad Wasim
3401,1,1.0,5.0,20.0,0.0,0.0,v Australia,Dubai (DSC),Imad Wasim
3402,50*,50.0,34.0,147.05,6.0,1.0,v Australia,Dubai (DSC),Imad Wasim
3403,DNB,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Imad Wasim
3404,8,8.0,4.0,200.0,0.0,1.0,v England,Southampton,Imad Wasim
3405,22,22.0,12.0,183.33,4.0,0.0,v England,Bristol,Imad Wasim
3406,12,12.0,9.0,133.33,1.0,1.0,v England,Nottingham,Imad Wasim
3407,TDNB,0.0,0.0,0.0,0.0,0.0,v England,Leeds,Imad Wasim
3408,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Shadab Khan
3409,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Shadab Khan
3410,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Providence,Shadab Khan
3411,14*,14.0,16.0,87.5,1.0,1.0,v India,Birmingham,Shadab Khan
3412,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Birmingham,Shadab Khan
3413,DNB,0.0,0.0,0.0,0.0,0.0,v England,Cardiff,Shadab Khan
3414,DNB,0.0,0.0,0.0,0.0,0.0,v India,The Oval,Shadab Khan
3415,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Dubai (DSC),Shadab Khan
3416,52*,52.0,68.0,76.47,1.0,0.0,v Sri Lanka,Abu Dhabi,Shadab Khan
3417,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Abu Dhabi,Shadab Khan
3418,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Sharjah,Shadab Khan
3419,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Sharjah,Shadab Khan
3420,28,28.0,32.0,87.5,4.0,0.0,v New Zealand,Wellington,Shadab Khan
3421,52,52.0,68.0,76.47,3.0,1.0,v New Zealand,Nelson,Shadab Khan
3422,0,0.0,6.0,0.0,0.0,0.0,v New Zealand,Dunedin,Shadab Khan
3423,6*,6.0,1.0,600.0,0.0,1.0,v New Zealand,Hamilton,Shadab Khan
3424,54,54.0,77.0,70.12,5.0,0.0,v New Zealand,Wellington,Shadab Khan
3425,2*,2.0,3.0,66.66,0.0,0.0,v Zimbabwe,Bulawayo,Shadab Khan
3426,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Shadab Khan
3427,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Shadab Khan
3428,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Shadab Khan
3429,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Shadab Khan
3430,DNB,0.0,0.0,0.0,0.0,0.0,v Hong Kong,Dubai (DSC),Shadab Khan
3431,8,8.0,19.0,42.1,0.0,0.0,v India,Dubai (DSC),Shadab Khan
3432,10,10.0,16.0,62.5,0.0,0.0,v India,Dubai (DSC),Shadab Khan
3433,4,4.0,24.0,16.66,0.0,0.0,v Bangladesh,Abu Dhabi,Shadab Khan
3434,7,7.0,18.0,38.88,0.0,0.0,v New Zealand,Abu Dhabi,Shadab Khan
3435,2*,2.0,10.0,20.0,0.0,0.0,v New Zealand,Abu Dhabi,Shadab Khan
3436,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Dubai (DSC),Shadab Khan
3437,18*,18.0,19.0,94.73,1.0,0.0,v South Africa,Port Elizabeth,Shadab Khan
3438,18,18.0,33.0,54.54,1.0,1.0,v South Africa,Durban,Shadab Khan
3439,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Centurion,Shadab Khan
3440,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Johannesburg,Shadab Khan
3441,19,19.0,42.0,45.23,0.0,0.0,v South Africa,Cape Town,Shadab Khan
3442,12,12.0,18.0,66.66,2.0,0.0,v Zimbabwe,Sharjah,Mohammad Hafeez
3443,50,50.0,103.0,48.54,3.0,0.0,v Sri Lanka,Sharjah,Mohammad Hafeez
3444,36,36.0,58.0,62.06,4.0,1.0,v Kenya,Sharjah,Mohammad Hafeez
3445,2,2.0,9.0,22.22,0.0,0.0,v Zimbabwe,Sharjah,Mohammad Hafeez
3446,53,53.0,114.0,46.49,2.0,0.0,v Sri Lanka,Dambulla,Mohammad Hafeez
3447,0,0.0,4.0,0.0,0.0,0.0,v New Zealand,Dambulla,Mohammad Hafeez
3448,20,20.0,38.0,52.63,1.0,1.0,v Sri Lanka,Dambulla,Mohammad Hafeez
3449,3,3.0,11.0,27.27,0.0,0.0,v New Zealand,Dambulla,Mohammad Hafeez
3450,0,0.0,4.0,0.0,0.0,0.0,v New Zealand,Dambulla,Mohammad Hafeez
3451,69,69.0,112.0,61.6,8.0,0.0,v England,Manchester,Mohammad Hafeez
3452,14,14.0,27.0,51.85,2.0,0.0,v England,The Oval,Mohammad Hafeez
3453,19,19.0,41.0,46.34,3.0,0.0,v England,Lord's,Mohammad Hafeez
3454,27,27.0,31.0,87.09,6.0,0.0,v Bangladesh,Multan,Mohammad Hafeez
3455,26,26.0,36.0,72.22,4.0,0.0,v Bangladesh,Faisalabad,Mohammad Hafeez
3456,2,2.0,17.0,11.76,0.0,0.0,v Bangladesh,Lahore,Mohammad Hafeez
3457,9,9.0,25.0,36.0,2.0,0.0,v Bangladesh,Rawalpindi,Mohammad Hafeez
3458,44,44.0,64.0,68.75,7.0,0.0,v Bangladesh,Karachi,Mohammad Hafeez
3459,5,5.0,17.0,29.41,1.0,0.0,v South Africa,Lahore,Mohammad Hafeez
3460,7,7.0,19.0,36.84,1.0,0.0,v South Africa,Lahore,Mohammad Hafeez
3461,20,20.0,42.0,47.61,3.0,0.0,v South Africa,Faisalabad,Mohammad Hafeez
3462,1,1.0,20.0,5.0,0.0,0.0,v South Africa,Rawalpindi,Mohammad Hafeez
3463,0,0.0,2.0,0.0,0.0,0.0,v South Africa,Rawalpindi,Mohammad Hafeez
3464,0,0.0,9.0,0.0,0.0,0.0,v Australia,Hobart,Mohammad Hafeez
3465,2,2.0,9.0,22.22,0.0,0.0,v West Indies,Brisbane,Mohammad Hafeez
3466,13,13.0,36.0,36.11,0.0,0.0,v Australia,Sydney,Mohammad Hafeez
3467,41,41.0,41.0,100.0,6.0,0.0,v West Indies,Adelaide,Mohammad Hafeez
3468,13,13.0,39.0,33.33,2.0,0.0,v Australia,Melbourne,Mohammad Hafeez
3469,6,6.0,25.0,24.0,1.0,0.0,v Australia,Sydney,Mohammad Hafeez
3470,42,42.0,75.0,56.0,1.0,2.0,v India,Kochi,Mohammad Hafeez
3471,7,7.0,7.0,100.0,1.0,0.0,v India,Visakhapatnam,Mohammad Hafeez
3472,18*,18.0,23.0,78.26,3.0,0.0,v England,Cardiff,Mohammad Hafeez
3473,1,1.0,5.0,20.0,0.0,0.0,v England,Lord's,Mohammad Hafeez
3474,20,20.0,19.0,105.26,2.0,1.0,v England,Southampton,Mohammad Hafeez
3475,8,8.0,8.0,100.0,2.0,0.0,v England,Nottingham,Mohammad Hafeez
3476,18,18.0,43.0,41.86,3.0,0.0,v England,Birmingham,Mohammad Hafeez
3477,22,22.0,15.0,146.66,3.0,0.0,v Sri Lanka,Jaipur,Mohammad Hafeez
3478,43,43.0,46.0,93.47,8.0,0.0,v New Zealand,Mohali,Mohammad Hafeez
3479,1,1.0,5.0,20.0,0.0,0.0,v South Africa,Mohali,Mohammad Hafeez
3480,0,0.0,1.0,0.0,0.0,0.0,v West Indies,Faisalabad,Mohammad Hafeez
3481,31,31.0,43.0,72.09,2.0,1.0,v West Indies,Lahore,Mohammad Hafeez
3482,1,1.0,7.0,14.28,0.0,0.0,v West Indies,Multan,Mohammad Hafeez
3483,92,92.0,111.0,82.88,5.0,2.0,v West Indies,Karachi,Mohammad Hafeez
3484,21,21.0,17.0,123.52,3.0,0.0,v South Africa,Centurion,Mohammad Hafeez
3485,0,0.0,6.0,0.0,0.0,0.0,v South Africa,Johannesburg,Mohammad Hafeez
3486,11,11.0,28.0,39.28,2.0,0.0,v West Indies,Kingston,Mohammad Hafeez
3487,4,4.0,6.0,66.66,1.0,0.0,v Ireland,Kingston,Mohammad Hafeez
3488,34,34.0,43.0,79.06,7.0,0.0,v Sri Lanka,Abu Dhabi,Mohammad Hafeez
3489,6,6.0,24.0,25.0,0.0,0.0,v South Africa,Lahore,Mohammad Hafeez
3490,30,30.0,42.0,71.42,4.0,0.0,v England,Chester-le-Street,Mohammad Hafeez
3491,43,43.0,68.0,63.23,5.0,0.0,v England,Leeds,Mohammad Hafeez
3492,1,1.0,3.0,33.33,0.0,0.0,v England,The Oval,Mohammad Hafeez
3493,64,64.0,100.0,64.0,5.0,1.0,v England,Lord's,Mohammad Hafeez
3494,29,29.0,42.0,69.04,5.0,0.0,v England,Southampton,Mohammad Hafeez
3495,68,68.0,84.0,80.95,7.0,0.0,v South Africa,Abu Dhabi,Mohammad Hafeez
3496,30,30.0,42.0,71.42,3.0,0.0,v South Africa,Abu Dhabi,Mohammad Hafeez
3497,4,4.0,15.0,26.66,0.0,0.0,v South Africa,Dubai (DSC),Mohammad Hafeez
3498,42,42.0,29.0,144.82,5.0,0.0,v South Africa,Dubai (DSC),Mohammad Hafeez
3499,59,59.0,58.0,101.72,7.0,0.0,v South Africa,Dubai (DSC),Mohammad Hafeez
3500,0,0.0,9.0,0.0,0.0,0.0,v New Zealand,Wellington,Mohammad Hafeez
3501,4*,4.0,11.0,36.36,0.0,0.0,v New Zealand,Queenstown,Mohammad Hafeez
3502,115,115.0,144.0,79.86,12.0,2.0,v New Zealand,Christchurch,Mohammad Hafeez
3503,12,12.0,23.0,52.17,2.0,0.0,v New Zealand,Napier,Mohammad Hafeez
3504,14,14.0,20.0,70.0,2.0,0.0,v New Zealand,Hamilton,Mohammad Hafeez
3505,21,21.0,15.0,140.0,2.0,1.0,v New Zealand,Auckland,Mohammad Hafeez
3506,9,9.0,20.0,45.0,1.0,0.0,v Kenya,Hambantota,Mohammad Hafeez
3507,32,32.0,31.0,103.22,4.0,1.0,v Sri Lanka,Colombo (RPS),Mohammad Hafeez
3508,11,11.0,12.0,91.66,2.0,0.0,v Canada,Colombo (RPS),Mohammad Hafeez
3509,5,5.0,6.0,83.33,1.0,0.0,v New Zealand,Pallekele,Mohammad Hafeez
3510,49,49.0,65.0,75.38,6.0,0.0,v Zimbabwe,Pallekele,Mohammad Hafeez
3511,5,5.0,8.0,62.5,1.0,0.0,v Australia,Colombo (RPS),Mohammad Hafeez
3512,61*,61.0,64.0,95.31,10.0,0.0,v West Indies,Dhaka,Mohammad Hafeez
3513,43,43.0,59.0,72.88,7.0,0.0,v India,Mohali,Mohammad Hafeez
3514,54,54.0,45.0,120.0,7.0,1.0,v West Indies,Gros Islet,Mohammad Hafeez
3515,32,32.0,51.0,62.74,1.0,1.0,v West Indies,Gros Islet,Mohammad Hafeez
3516,5,5.0,9.0,55.55,1.0,0.0,v West Indies,Bridgetown,Mohammad Hafeez
3517,121,121.0,138.0,87.68,7.0,3.0,v West Indies,Bridgetown,Mohammad Hafeez
3518,55,55.0,83.0,66.26,6.0,0.0,v West Indies,Providence,Mohammad Hafeez
3519,52,52.0,84.0,61.9,7.0,1.0,v Ireland,Belfast,Mohammad Hafeez
3520,0,0.0,7.0,0.0,0.0,0.0,v Ireland,Belfast,Mohammad Hafeez
3521,26,26.0,49.0,53.06,2.0,1.0,v Zimbabwe,Bulawayo,Mohammad Hafeez
3522,139*,139.0,147.0,94.55,13.0,1.0,v Zimbabwe,Harare,Mohammad Hafeez
3523,23,23.0,21.0,109.52,4.0,0.0,v Zimbabwe,Harare,Mohammad Hafeez
3524,5,5.0,6.0,83.33,1.0,0.0,v Sri Lanka,Dubai (DSC),Mohammad Hafeez
3525,4,4.0,3.0,133.33,1.0,0.0,v Sri Lanka,Dubai (DSC),Mohammad Hafeez
3526,83,83.0,101.0,82.17,9.0,1.0,v Sri Lanka,Dubai (DSC),Mohammad Hafeez
3527,27,27.0,51.0,52.94,3.0,0.0,v Sri Lanka,Sharjah,Mohammad Hafeez
3528,14,14.0,28.0,50.0,2.0,0.0,v Sri Lanka,Abu Dhabi,Mohammad Hafeez
3529,22,22.0,38.0,57.89,5.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3530,32,32.0,56.0,57.14,6.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3531,0,0.0,4.0,0.0,0.0,0.0,v Bangladesh,Chattogram,Mohammad Hafeez
3532,8,8.0,17.0,47.05,1.0,0.0,v Afghanistan,Sharjah,Mohammad Hafeez
3533,5,5.0,11.0,45.45,1.0,0.0,v England,Abu Dhabi,Mohammad Hafeez
3534,26,26.0,43.0,60.46,3.0,0.0,v England,Abu Dhabi,Mohammad Hafeez
3535,29,29.0,28.0,103.57,3.0,0.0,v England,Dubai (DSC),Mohammad Hafeez
3536,1,1.0,3.0,33.33,0.0,0.0,v England,Dubai (DSC),Mohammad Hafeez
3537,89,89.0,126.0,70.63,7.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3538,11,11.0,35.0,31.42,1.0,0.0,v Sri Lanka,Dhaka,Mohammad Hafeez
3539,105,105.0,113.0,92.92,9.0,1.0,v India,Dhaka,Mohammad Hafeez
3540,40,40.0,87.0,45.97,4.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3541,37,37.0,57.0,64.91,5.0,1.0,v Sri Lanka,Pallekele,Mohammad Hafeez
3542,14,14.0,29.0,48.27,1.0,0.0,v Sri Lanka,Pallekele,Mohammad Hafeez
3543,0,0.0,4.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Mohammad Hafeez
3544,0,0.0,5.0,0.0,0.0,0.0,v Sri Lanka,Colombo (RPS),Mohammad Hafeez
3545,6,6.0,13.0,46.15,0.0,0.0,v Sri Lanka,Colombo (RPS),Mohammad Hafeez
3546,4,4.0,12.0,33.33,0.0,0.0,v Australia,Sharjah,Mohammad Hafeez
3547,23,23.0,27.0,85.18,2.0,0.0,v Australia,Abu Dhabi,Mohammad Hafeez
3548,78,78.0,97.0,80.41,4.0,2.0,v Australia,Sharjah,Mohammad Hafeez
3549,0,0.0,1.0,0.0,0.0,0.0,v India,Chennai,Mohammad Hafeez
3550,76,76.0,74.0,102.7,10.0,0.0,v India,Kolkata,Mohammad Hafeez
3551,21,21.0,31.0,67.74,2.0,0.0,v India,Delhi,Mohammad Hafeez
3552,25,25.0,38.0,65.78,3.0,0.0,v South Africa,Bloemfontein,Mohammad Hafeez
3553,31,31.0,49.0,63.26,3.0,1.0,v South Africa,Centurion,Mohammad Hafeez
3554,57,57.0,49.0,116.32,6.0,3.0,v South Africa,Johannesburg,Mohammad Hafeez
3555,0,0.0,1.0,0.0,0.0,0.0,v South Africa,Durban,Mohammad Hafeez
3556,5,5.0,9.0,55.55,1.0,0.0,v South Africa,Benoni,Mohammad Hafeez
3557,18,18.0,26.0,69.23,2.0,0.0,v Scotland,Edinburgh,Mohammad Hafeez
3558,122*,122.0,113.0,107.96,12.0,2.0,v Ireland,Dublin,Mohammad Hafeez
3559,2,2.0,5.0,40.0,0.0,0.0,v Ireland,Dublin,Mohammad Hafeez
3560,4,4.0,9.0,44.44,1.0,0.0,v West Indies,The Oval,Mohammad Hafeez
3561,7,7.0,21.0,33.33,0.0,0.0,v South Africa,Birmingham,Mohammad Hafeez
3562,27,27.0,31.0,87.09,5.0,0.0,v India,Birmingham,Mohammad Hafeez
3563,1,1.0,13.0,7.69,0.0,0.0,v West Indies,Providence,Mohammad Hafeez
3564,20,20.0,25.0,80.0,3.0,0.0,v West Indies,Providence,Mohammad Hafeez
3565,14,14.0,33.0,42.42,0.0,0.0,v West Indies,Gros Islet,Mohammad Hafeez
3566,59,59.0,62.0,95.16,5.0,2.0,v West Indies,Gros Islet,Mohammad Hafeez
3567,11,11.0,22.0,50.0,1.0,0.0,v West Indies,Gros Islet,Mohammad Hafeez
3568,70,70.0,71.0,98.59,6.0,3.0,v Zimbabwe,Harare,Mohammad Hafeez
3569,136*,136.0,130.0,104.61,9.0,5.0,v Zimbabwe,Harare,Mohammad Hafeez
3570,26*,26.0,34.0,76.47,3.0,0.0,v Zimbabwe,Harare,Mohammad Hafeez
3571,28,28.0,39.0,71.79,2.0,0.0,v South Africa,Sharjah,Mohammad Hafeez
3572,26,26.0,32.0,81.25,4.0,0.0,v South Africa,Dubai (DSC),Mohammad Hafeez
3573,15,15.0,31.0,48.38,3.0,0.0,v South Africa,Abu Dhabi,Mohammad Hafeez
3574,33,33.0,60.0,55.0,4.0,0.0,v South Africa,Abu Dhabi,Mohammad Hafeez
3575,6,6.0,16.0,37.5,1.0,0.0,v South Africa,Sharjah,Mohammad Hafeez
3576,5,5.0,10.0,50.0,1.0,0.0,v South Africa,Cape Town,Mohammad Hafeez
3577,8,8.0,16.0,50.0,0.0,0.0,v South Africa,Port Elizabeth,Mohammad Hafeez
3578,122,122.0,129.0,94.57,7.0,4.0,v Sri Lanka,Sharjah,Mohammad Hafeez
3579,32,32.0,52.0,61.53,3.0,0.0,v Sri Lanka,Dubai (DSC),Mohammad Hafeez
3580,140*,140.0,136.0,102.94,11.0,3.0,v Sri Lanka,Sharjah,Mohammad Hafeez
3581,113*,113.0,119.0,94.95,12.0,2.0,v Sri Lanka,Abu Dhabi,Mohammad Hafeez
3582,41,41.0,56.0,73.21,2.0,0.0,v Sri Lanka,Abu Dhabi,Mohammad Hafeez
3583,18,18.0,19.0,94.73,2.0,0.0,v Sri Lanka,Fatullah,Mohammad Hafeez
3584,10,10.0,16.0,62.5,1.0,0.0,v Afghanistan,Fatullah,Mohammad Hafeez
3585,75,75.0,117.0,64.1,3.0,2.0,v India,Dhaka,Mohammad Hafeez
3586,52,52.0,55.0,94.54,8.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3587,3,3.0,13.0,23.07,0.0,0.0,v Sri Lanka,Dhaka,Mohammad Hafeez
3588,21,21.0,23.0,91.3,3.0,0.0,v Sri Lanka,Hambantota,Mohammad Hafeez
3589,62,62.0,49.0,126.53,11.0,0.0,v Sri Lanka,Hambantota,Mohammad Hafeez
3590,1,1.0,16.0,6.25,0.0,0.0,v Sri Lanka,Dambulla,Mohammad Hafeez
3591,6,6.0,17.0,35.29,0.0,0.0,v New Zealand,Dubai (DSC),Mohammad Hafeez
3592,76,76.0,92.0,82.6,9.0,1.0,v New Zealand,Sharjah,Mohammad Hafeez
3593,33,33.0,26.0,126.92,5.0,1.0,v New Zealand,Sharjah,Mohammad Hafeez
3594,3,3.0,11.0,27.27,0.0,0.0,v New Zealand,Abu Dhabi,Mohammad Hafeez
3595,0,0.0,5.0,0.0,0.0,0.0,v New Zealand,Wellington,Mohammad Hafeez
3596,86,86.0,89.0,96.62,5.0,3.0,v New Zealand,Napier,Mohammad Hafeez
3597,4,4.0,7.0,57.14,1.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3598,0,0.0,6.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3599,4,4.0,15.0,26.66,0.0,0.0,v Bangladesh,Dhaka,Mohammad Hafeez
3600,86,86.0,83.0,103.61,8.0,4.0,v Zimbabwe,Lahore,Mohammad Hafeez
3601,15,15.0,24.0,62.5,2.0,0.0,v Zimbabwe,Lahore,Mohammad Hafeez
3602,80,80.0,80.0,100.0,8.0,1.0,v Zimbabwe,Lahore,Mohammad Hafeez
3603,103,103.0,95.0,108.42,10.0,4.0,v Sri Lanka,Dambulla,Mohammad Hafeez
3604,9,9.0,15.0,60.0,0.0,1.0,v Sri Lanka,Pallekele,Mohammad Hafeez
3605,54,54.0,64.0,84.37,4.0,0.0,v Sri Lanka,Colombo (RPS),Mohammad Hafeez
3606,70,70.0,88.0,79.54,8.0,1.0,v Sri Lanka,Colombo (RPS),Mohammad Hafeez
