,Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Batsman
0,DNB,0.0,0.0,0.0,0.0,0.0,v India,Nagpur,Oshane Thomas
1,DNB,0.0,0.0,0.0,0.0,0.0,v India,Kolkata,Oshane Thomas
2,DNB,0.0,0.0,0.0,0.0,0.0,v India,Delhi,Oshane Thomas
3,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
4,DNB,0.0,0.0,0.0,0.0,0.0,v India,Dhaka,Oshane Thomas
5,0*,0.0,8.0,0.0,0.0,0.0,v India,Dhaka,Oshane Thomas
6,0*,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Oshane Thomas
7,DNB,0.0,0.0,0.0,0.0,0.0,v England,Leeds,Oshane Thomas
8,DNB,0.0,0.0,0.0,0.0,0.0,v England,Lord's,Oshane Thomas
9,1*,1.0,3.0,33.33,0.0,0.0,v England,Nottingham,Oshane Thomas
10,0*,0.0,2.0,0.0,0.0,0.0,v Australia,Pallekele,Oshane Thomas
11,0,0.0,2.0,0.0,0.0,0.0,v Pakistan,Dubai (DSC),Oshane Thomas
12,0*,0.0,0.0,0.0,0.0,0.0,v India,Dhaka,Oshane Thomas
13,0,0.0,4.0,0.0,0.0,0.0,v Pakistan,Dhaka,Oshane Thomas
14,0,0.0,1.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
15,1,1.0,5.0,20.0,0.0,0.0,v India,Port of Spain,Oshane Thomas
16,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Colombo (RPS),Oshane Thomas
17,1*,1.0,1.0,100.0,0.0,0.0,v Pakistan,Sharjah,Oshane Thomas
18,2*,2.0,11.0,18.18,0.0,0.0,v Pakistan,Abu Dhabi,Oshane Thomas
19,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Abu Dhabi,Oshane Thomas
20,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
21,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Fatullah,Oshane Thomas
22,DNB,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Dhaka,Oshane Thomas
23,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
24,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dhaka,Oshane Thomas
25,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin,Oshane Thomas
26,4*,4.0,5.0,80.0,0.0,0.0,v England,The Oval,Oshane Thomas
27,DNB,0.0,0.0,0.0,0.0,0.0,v England,Pallekele,Oshane Thomas
28,DNB,0.0,0.0,0.0,0.0,0.0,v England,Colombo (RPS),Oshane Thomas
29,0,0.0,3.0,0.0,0.0,0.0,v New Zealand,Dunedin,Oshane Thomas
30,3,3.0,5.0,60.0,0.0,0.0,v New Zealand,Dunedin,Oshane Thomas
31,7*,7.0,17.0,41.17,0.0,0.0,v New Zealand,Christchurch,Oshane Thomas
32,DNB,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Dunedin,Oshane Thomas
33,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Melbourne,Oshane Thomas
34,DNB,0.0,0.0,0.0,0.0,0.0,v England,Wellington,Oshane Thomas
35,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Dambulla,Oshane Thomas
36,1*,1.0,3.0,33.33,0.0,0.0,v Pakistan,Colombo (RPS),Oshane Thomas
37,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Hambantota,Oshane Thomas
38,1*,1.0,4.0,25.0,0.0,0.0,v West Indies,Colombo (RPS),Oshane Thomas
39,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Colombo (RPS),Oshane Thomas
40,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Pallekele,Oshane Thomas
41,8,8.0,9.0,88.88,0.0,0.0,v New Zealand,Christchurch,Oshane Thomas
42,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin (Malahide),Oshane Thomas
43,7,7.0,8.0,87.5,0.0,0.0,v England,Nottingham,Oshane Thomas
44,DNB,0.0,0.0,0.0,0.0,0.0,v England,Birmingham,Oshane Thomas
45,3*,3.0,4.0,75.0,0.0,0.0,v England,Bristol,Oshane Thomas
46,DNB,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Oshane Thomas
47,10,10.0,23.0,43.47,1.0,0.0,v England,Cardiff,Oshane Thomas
48,0,0.0,1.0,0.0,0.0,0.0,v Australia,Pallekele,Oshane Thomas
49,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Oshane Thomas
50,0,0.0,1.0,0.0,0.0,0.0,v West Indies,Harare,Oshane Thomas
51,TDNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Oshane Thomas
52,DNB,0.0,0.0,0.0,0.0,0.0,v West Indies,Bulawayo,Oshane Thomas
53,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Oshane Thomas
54,3,3.0,12.0,25.0,0.0,0.0,v South Africa,Port Elizabeth,Oshane Thomas
55,2*,2.0,5.0,40.0,0.0,0.0,v South Africa,Durban,Oshane Thomas
56,0,0.0,6.0,0.0,0.0,0.0,v South Africa,Johannesburg,Oshane Thomas
57,20*,20.0,28.0,71.42,1.0,1.0,v South Africa,Centurion,Oshane Thomas
58,8,8.0,9.0,88.88,1.0,0.0,v Bangladesh,Dambulla,Oshane Thomas
59,0,0.0,1.0,0.0,0.0,0.0,v Bangladesh,Dambulla,Oshane Thomas
60,2*,2.0,1.0,200.0,0.0,0.0,v Bangladesh,Colombo (SSC),Oshane Thomas
61,0,0.0,3.0,0.0,0.0,0.0,v South Africa,The Oval,Oshane Thomas
62,DNB,0.0,0.0,0.0,0.0,0.0,v India,The Oval,Oshane Thomas
63,26,26.0,34.0,76.47,3.0,0.0,v Pakistan,Cardiff,Oshane Thomas
64,7*,7.0,9.0,77.77,1.0,0.0,v Pakistan,Dubai (DSC),Oshane Thomas
65,1,1.0,2.0,50.0,0.0,0.0,v Pakistan,Abu Dhabi,Oshane Thomas
66,23*,23.0,30.0,76.66,3.0,0.0,v Pakistan,Sharjah,Oshane Thomas
67,DNB,0.0,0.0,0.0,0.0,0.0,v India,Dharamsala,Oshane Thomas
68,11*,11.0,22.0,50.0,0.0,0.0,v India,Mohali,Oshane Thomas
69,1,1.0,2.0,50.0,0.0,0.0,v India,Visakhapatnam,Oshane Thomas
70,5*,5.0,9.0,55.55,0.0,0.0,v Zimbabwe,Dhaka,Oshane Thomas
71,1,1.0,6.0,16.66,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
72,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Dhaka,Oshane Thomas
73,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
74,2,2.0,4.0,50.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
75,5,5.0,16.0,31.25,1.0,0.0,v South Africa,Dambulla,Oshane Thomas
76,7,7.0,8.0,87.5,1.0,0.0,v South Africa,Dambulla,Oshane Thomas
77,12,12.0,15.0,80.0,1.0,0.0,v South Africa,Pallekele,Oshane Thomas
78,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Pallekele,Oshane Thomas
79,DNB,0.0,0.0,0.0,0.0,0.0,v South Africa,Colombo (RPS),Oshane Thomas
80,20,20.0,25.0,80.0,1.0,1.0,v Bangladesh,Dubai (DSC),Oshane Thomas
81,DNB,0.0,0.0,0.0,0.0,0.0,v India,Guwahati,Oshane Thomas
82,0,0.0,2.0,0.0,0.0,0.0,v India,Thiruvananthapuram,Oshane Thomas
83,0*,0.0,2.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
84,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Oshane Thomas
85,DNB,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Oshane Thomas
86,DNB,0.0,0.0,0.0,0.0,0.0,v England,Bridgetown,Oshane Thomas
87,TDNB,0.0,0.0,0.0,0.0,0.0,v England,St George's,Oshane Thomas
88,0,0.0,1.0,0.0,0.0,0.0,v England,St George's,Oshane Thomas
89,DNB,0.0,0.0,0.0,0.0,0.0,v England,Gros Islet,Oshane Thomas
90,3,3.0,7.0,42.85,0.0,0.0,v Ireland,Mohali,Andre Russell
91,49,49.0,46.0,106.52,2.0,3.0,v England,Chennai,Andre Russell
92,0,0.0,5.0,0.0,0.0,0.0,v India,Chennai,Andre Russell
93,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Andre Russell
94,3,3.0,9.0,33.33,0.0,0.0,v Pakistan,Bridgetown,Andre Russell
95,92*,92.0,64.0,143.75,8.0,5.0,v India,North Sound,Andre Russell
96,25,25.0,14.0,178.57,3.0,1.0,v India,North Sound,Andre Russell
97,DNB,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Andre Russell
98,7*,7.0,3.0,233.33,1.0,0.0,v Bangladesh,Dhaka,Andre Russell
99,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Andre Russell
100,2,2.0,5.0,40.0,0.0,0.0,v Bangladesh,Chattogram,Andre Russell
101,22,22.0,20.0,110.0,2.0,1.0,v India,Cuttack,Andre Russell
102,11,11.0,13.0,84.61,2.0,0.0,v India,Visakhapatnam,Andre Russell
103,40*,40.0,18.0,222.22,4.0,2.0,v India,Ahmedabad,Andre Russell
104,29,29.0,24.0,120.83,1.0,3.0,v India,Indore,Andre Russell
105,53,53.0,42.0,126.19,5.0,3.0,v India,Chennai,Andre Russell
106,1,1.0,4.0,25.0,0.0,0.0,v Australia,Kingstown,Andre Russell
107,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Kingstown,Andre Russell
108,37,37.0,42.0,88.09,3.0,1.0,v Australia,Kingstown,Andre Russell
109,34,34.0,32.0,106.25,4.0,0.0,v Australia,Gros Islet,Andre Russell
110,41,41.0,33.0,124.24,6.0,0.0,v Australia,Gros Islet,Andre Russell
111,7,7.0,13.0,53.84,1.0,0.0,v England,Southampton,Andre Russell
112,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Kingston,Andre Russell
113,DNB,0.0,0.0,0.0,0.0,0.0,v New Zealand,Kingston,Andre Russell
114,42*,42.0,24.0,175.0,3.0,4.0,v New Zealand,Basseterre,Andre Russell
115,29,29.0,16.0,181.25,2.0,2.0,v New Zealand,Basseterre,Andre Russell
116,59*,59.0,40.0,147.5,6.0,3.0,v New Zealand,Basseterre,Andre Russell
117,0,0.0,3.0,0.0,0.0,0.0,v Bangladesh,Khulna,Andre Russell
118,9,9.0,15.0,60.0,1.0,0.0,v Bangladesh,Khulna,Andre Russell
119,0,0.0,4.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Andre Russell
120,43,43.0,31.0,138.7,6.0,1.0,v Australia,Canberra,Andre Russell
121,18,18.0,17.0,105.88,1.0,1.0,v Australia,Sydney,Andre Russell
122,4,4.0,9.0,44.44,0.0,0.0,v Zimbabwe,St George's,Andre Russell
123,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Andre Russell
124,6*,6.0,3.0,200.0,1.0,0.0,v New Zealand,Hamilton,Andre Russell
125,1,1.0,2.0,50.0,0.0,0.0,v India,Kochi,Andre Russell
126,4,4.0,6.0,66.66,0.0,0.0,v India,Delhi,Andre Russell
127,46,46.0,23.0,200.0,6.0,3.0,v India,Dharamsala,Andre Russell
128,19,19.0,8.0,237.5,1.0,2.0,v South Africa,Durban,Andre Russell
129,0,0.0,1.0,0.0,0.0,0.0,v South Africa,Johannesburg,Andre Russell
130,16,16.0,25.0,64.0,2.0,0.0,v South Africa,East London,Andre Russell
131,64*,64.0,40.0,160.0,5.0,5.0,v South Africa,Port Elizabeth,Andre Russell
132,24,24.0,12.0,200.0,4.0,1.0,v South Africa,Centurion,Andre Russell
133,27*,27.0,13.0,207.69,3.0,1.0,v Ireland,Nelson,Andre Russell
134,42*,42.0,13.0,323.07,3.0,4.0,v Pakistan,Christchurch,Andre Russell
135,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Canberra,Andre Russell
136,0,0.0,3.0,0.0,0.0,0.0,v South Africa,Sydney,Andre Russell
137,8,8.0,8.0,100.0,0.0,1.0,v India,Perth,Andre Russell
138,7,7.0,8.0,87.5,0.0,1.0,v U.A.E.,Napier,Andre Russell
139,20,20.0,11.0,181.81,1.0,2.0,v New Zealand,Wellington,Andre Russell
140,41,41.0,24.0,170.83,3.0,3.0,v Sri Lanka,Colombo (RPS),Andre Russell
141,13,13.0,12.0,108.33,1.0,1.0,v Bangladesh,Providence,Andre Russell
142,DNB,0.0,0.0,0.0,0.0,0.0,v Bermuda,King City (NW),Kemar Roach
143,DNB,0.0,0.0,0.0,0.0,0.0,v Canada,King City (NW),Kemar Roach
144,0,0.0,3.0,0.0,0.0,0.0,v Bangladesh,Roseau,Kemar Roach
145,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Roseau,Kemar Roach
146,10,10.0,11.0,90.9,1.0,0.0,v Bangladesh,Basseterre,Kemar Roach
147,3,3.0,8.0,37.5,0.0,0.0,v Australia,Johannesburg,Kemar Roach
148,4,4.0,10.0,40.0,0.0,0.0,v India,Johannesburg,Kemar Roach
149,0*,0.0,0.0,0.0,0.0,0.0,v Australia,Melbourne,Kemar Roach
150,0*,0.0,0.0,0.0,0.0,0.0,v Australia,Adelaide,Kemar Roach
151,1*,1.0,1.0,100.0,0.0,0.0,v Zimbabwe,Providence,Kemar Roach
152,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Providence,Kemar Roach
153,2*,2.0,1.0,200.0,0.0,0.0,v Zimbabwe,Kingstown,Kemar Roach
154,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Kingstown,Kemar Roach
155,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Colombo (SSC),Kemar Roach
156,9,9.0,8.0,112.5,0.0,0.0,v Sri Lanka,Colombo (SSC),Kemar Roach
157,2*,2.0,6.0,33.33,0.0,0.0,v South Africa,Delhi,Kemar Roach
158,DNB,0.0,0.0,0.0,0.0,0.0,v Netherlands,Delhi,Kemar Roach
159,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
160,1,1.0,2.0,50.0,0.0,0.0,v Ireland,Mohali,Kemar Roach
161,0,0.0,2.0,0.0,0.0,0.0,v England,Chennai,Kemar Roach
162,16,16.0,43.0,37.2,2.0,0.0,v Pakistan,Dhaka,Kemar Roach
163,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Kemar Roach
164,24,24.0,40.0,60.0,2.0,1.0,v Pakistan,Gros Islet,Kemar Roach
165,0,0.0,6.0,0.0,0.0,0.0,v Pakistan,Bridgetown,Kemar Roach
166,DNB,0.0,0.0,0.0,0.0,0.0,v Pakistan,Bridgetown,Kemar Roach
167,7*,7.0,10.0,70.0,0.0,0.0,v India,North Sound,Kemar Roach
168,4*,4.0,6.0,66.66,0.0,0.0,v India,North Sound,Kemar Roach
169,DNB,0.0,0.0,0.0,0.0,0.0,v India,Kingston,Kemar Roach
170,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
171,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
172,0*,0.0,18.0,0.0,0.0,0.0,v Bangladesh,Chattogram,Kemar Roach
173,12*,12.0,15.0,80.0,1.0,0.0,v India,Cuttack,Kemar Roach
174,24*,24.0,36.0,66.66,3.0,0.0,v India,Visakhapatnam,Kemar Roach
175,DNB,0.0,0.0,0.0,0.0,0.0,v India,Ahmedabad,Kemar Roach
176,7,7.0,19.0,36.84,1.0,0.0,v India,Indore,Kemar Roach
177,0,0.0,15.0,0.0,0.0,0.0,v India,Chennai,Kemar Roach
178,1*,1.0,7.0,14.28,0.0,0.0,v Australia,Kingstown,Kemar Roach
179,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Kingstown,Kemar Roach
180,9*,9.0,10.0,90.0,1.0,0.0,v Australia,Kingstown,Kemar Roach
181,DNB,0.0,0.0,0.0,0.0,0.0,v Australia,Gros Islet,Kemar Roach
182,2*,2.0,7.0,28.57,0.0,0.0,v Australia,Gros Islet,Kemar Roach
183,3*,3.0,9.0,33.33,0.0,0.0,v Bangladesh,Khulna,Kemar Roach
184,3*,3.0,7.0,42.85,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
185,0,0.0,2.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
186,1*,1.0,2.0,50.0,0.0,0.0,v Australia,Perth,Kemar Roach
187,0*,0.0,0.0,0.0,0.0,0.0,v Australia,Perth,Kemar Roach
188,1*,1.0,1.0,100.0,0.0,0.0,v Australia,Canberra,Kemar Roach
189,2*,2.0,4.0,50.0,0.0,0.0,v Australia,Melbourne,Kemar Roach
190,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Kemar Roach
191,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Kemar Roach
192,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,St George's,Kemar Roach
193,5*,5.0,6.0,83.33,1.0,0.0,v Pakistan,The Oval,Kemar Roach
194,0*,0.0,8.0,0.0,0.0,0.0,v India,The Oval,Kemar Roach
195,DNB,0.0,0.0,0.0,0.0,0.0,v Sri Lanka,Kingston,Kemar Roach
196,14*,14.0,32.0,43.75,0.0,0.0,v India,Kingston,Kemar Roach
197,34,34.0,33.0,103.03,3.0,2.0,v India,Port of Spain,Kemar Roach
198,8*,8.0,11.0,72.72,1.0,0.0,v Sri Lanka,Port of Spain,Kemar Roach
199,1,1.0,9.0,11.11,0.0,0.0,v Pakistan,Providence,Kemar Roach
200,0,0.0,1.0,0.0,0.0,0.0,v Pakistan,Providence,Kemar Roach
201,6*,6.0,5.0,120.0,1.0,0.0,v Pakistan,Gros Islet,Kemar Roach
202,0*,0.0,0.0,0.0,0.0,0.0,v Pakistan,Gros Islet,Kemar Roach
203,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,St George's,Kemar Roach
204,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,St George's,Kemar Roach
205,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Basseterre,Kemar Roach
206,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Nelson,Kemar Roach
207,0*,0.0,1.0,0.0,0.0,0.0,v India,Perth,Kemar Roach
208,DNB,0.0,0.0,0.0,0.0,0.0,v U.A.E.,Napier,Kemar Roach
209,DNB,0.0,0.0,0.0,0.0,0.0,v U.A.E.,Harare,Kemar Roach
210,0*,0.0,0.0,0.0,0.0,0.0,v Ireland,Harare,Kemar Roach
211,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Harare,Kemar Roach
212,0*,0.0,0.0,0.0,0.0,0.0,v Scotland,Harare,Kemar Roach
213,0,0.0,1.0,0.0,0.0,0.0,v Afghanistan,Harare,Kemar Roach
214,26*,26.0,22.0,118.18,2.0,1.0,v India,Guwahati,Kemar Roach
215,0*,0.0,0.0,0.0,0.0,0.0,v India,Visakhapatnam,Kemar Roach
216,15*,15.0,19.0,78.94,1.0,1.0,v India,Pune,Kemar Roach
217,6,6.0,27.0,22.22,0.0,0.0,v India,Mumbai (BS),Kemar Roach
218,5,5.0,15.0,33.33,1.0,0.0,v India,Thiruvananthapuram,Kemar Roach
219,5*,5.0,8.0,62.5,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
220,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dhaka,Kemar Roach
221,3,3.0,8.0,37.5,0.0,0.0,v Bangladesh,Sylhet,Kemar Roach
222,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin,Kemar Roach
223,1,1.0,2.0,50.0,0.0,0.0,v Bangladesh,Dublin,Kemar Roach
224,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin (Malahide),Kemar Roach
225,3*,3.0,4.0,75.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Kemar Roach
226,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Kemar Roach
227,0,0.0,4.0,0.0,0.0,0.0,v England,Bridgetown,Nicholas Pooran 
228,5*,5.0,6.0,83.33,0.0,0.0,v Sri Lanka,Harare,Ashley Nurse
229,0,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Ashley Nurse
230,2,2.0,3.0,66.66,0.0,0.0,v Sri Lanka,Bulawayo,Ashley Nurse
231,DNB,0.0,0.0,0.0,0.0,0.0,v Zimbabwe,Bulawayo,Ashley Nurse
232,21,21.0,15.0,140.0,0.0,2.0,v England,North Sound,Ashley Nurse
233,13,13.0,10.0,130.0,2.0,0.0,v England,North Sound,Ashley Nurse
234,6,6.0,9.0,66.66,1.0,0.0,v England,Bridgetown,Ashley Nurse
235,34*,34.0,15.0,226.66,5.0,1.0,v Pakistan,Providence,Ashley Nurse
236,44,44.0,43.0,102.32,6.0,1.0,v Pakistan,Providence,Ashley Nurse
237,10*,10.0,13.0,76.92,0.0,0.0,v Pakistan,Providence,Ashley Nurse
238,12,12.0,15.0,80.0,1.0,0.0,v Afghanistan,Gros Islet,Ashley Nurse
239,DNB,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Ashley Nurse
240,TDNB,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Ashley Nurse
241,TDNB,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Ashley Nurse
242,19*,19.0,25.0,76.0,1.0,0.0,v India,Port of Spain,Ashley Nurse
243,6,6.0,6.0,100.0,1.0,0.0,v India,North Sound,Ashley Nurse
244,4,4.0,12.0,33.33,0.0,0.0,v India,North Sound,Ashley Nurse
245,0,0.0,4.0,0.0,0.0,0.0,v India,Kingston,Ashley Nurse
246,1,1.0,8.0,12.5,0.0,0.0,v England,Manchester,Ashley Nurse
247,TDNB,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,Ashley Nurse
248,1,1.0,5.0,20.0,0.0,0.0,v England,Bristol,Ashley Nurse
249,DNB,0.0,0.0,0.0,0.0,0.0,v England,The Oval,Ashley Nurse
250,31*,31.0,12.0,258.33,3.0,2.0,v England,Southampton,Ashley Nurse
251,2,2.0,8.0,25.0,0.0,0.0,v New Zealand,Whangarei,Ashley Nurse
252,27,27.0,33.0,81.81,3.0,0.0,v New Zealand,Christchurch,Ashley Nurse
253,1,1.0,7.0,14.28,0.0,0.0,v New Zealand,Christchurch,Ashley Nurse
254,0*,0.0,0.0,0.0,0.0,0.0,v U.A.E.,Harare,Ashley Nurse
255,DNB,0.0,0.0,0.0,0.0,0.0,v P.N.G.,Harare,Ashley Nurse
256,10*,10.0,14.0,71.42,1.0,0.0,v Ireland,Harare,Ashley Nurse
257,10*,10.0,15.0,66.66,0.0,0.0,v Afghanistan,Harare,Ashley Nurse
258,8*,8.0,8.0,100.0,1.0,0.0,v Zimbabwe,Harare,Ashley Nurse
259,5,5.0,8.0,62.5,0.0,0.0,v Scotland,Harare,Ashley Nurse
260,26*,26.0,29.0,89.65,3.0,0.0,v Afghanistan,Harare,Ashley Nurse
261,7,7.0,11.0,63.63,0.0,0.0,v Bangladesh,Providence,Ashley Nurse
262,3,3.0,8.0,37.5,0.0,0.0,v Bangladesh,Providence,Ashley Nurse
263,5*,5.0,7.0,71.42,0.0,0.0,v Bangladesh,Basseterre,Ashley Nurse
264,2,2.0,2.0,100.0,0.0,0.0,v India,Guwahati,Ashley Nurse
265,5,5.0,7.0,71.42,0.0,0.0,v India,Visakhapatnam,Ashley Nurse
266,40,40.0,22.0,181.81,4.0,2.0,v India,Pune,Ashley Nurse
267,8,8.0,13.0,61.53,1.0,0.0,v India,Mumbai (BS),Ashley Nurse
268,25*,25.0,8.0,312.5,1.0,3.0,v England,Bridgetown,Ashley Nurse
269,13*,13.0,16.0,81.25,0.0,0.0,v England,Bridgetown,Ashley Nurse
270,TDNB,0.0,0.0,0.0,0.0,0.0,v England,St George's,Ashley Nurse
271,43,43.0,41.0,104.87,5.0,0.0,v England,St George's,Ashley Nurse
272,DNB,0.0,0.0,0.0,0.0,0.0,v England,Gros Islet,Ashley Nurse
273,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin,Ashley Nurse
274,19,19.0,17.0,111.76,0.0,1.0,v Bangladesh,Dublin,Ashley Nurse
275,DNB,0.0,0.0,0.0,0.0,0.0,v Ireland,Dublin (Malahide),Ashley Nurse
276,14,14.0,12.0,116.66,1.0,0.0,v Bangladesh,Dublin (Malahide),Ashley Nurse
277,DNB,0.0,0.0,0.0,0.0,0.0,v Bangladesh,Dublin (Malahide),Ashley Nurse
278,22,22.0,30.0,73.33,4.0,0.0,v Pakistan,Abu Dhabi,Evin Lewis
279,27,27.0,50.0,54.0,1.0,0.0,v Sri Lanka,Harare,Evin Lewis
280,18,18.0,17.0,105.88,4.0,0.0,v Zimbabwe,Bulawayo,Evin Lewis
281,148,148.0,122.0,121.31,15.0,4.0,v Sri Lanka,Bulawayo,Evin Lewis
282,9,9.0,9.0,100.0,2.0,0.0,v Zimbabwe,Bulawayo,Evin Lewis
283,21,21.0,33.0,63.63,2.0,0.0,v England,North Sound,Evin Lewis
284,8,8.0,9.0,88.88,2.0,0.0,v England,North Sound,Evin Lewis
285,0,0.0,3.0,0.0,0.0,0.0,v England,Bridgetown,Evin Lewis
286,47,47.0,63.0,74.6,3.0,2.0,v Pakistan,Providence,Evin Lewis
287,13,13.0,14.0,92.85,2.0,0.0,v Pakistan,Providence,Evin Lewis
288,16,16.0,22.0,72.72,1.0,0.0,v Pakistan,Providence,Evin Lewis
289,21,21.0,47.0,44.68,0.0,0.0,v Afghanistan,Gros Islet,Evin Lewis
290,33,33.0,36.0,91.66,5.0,0.0,v Afghanistan,Gros Islet,Evin Lewis
291,TDNB,0.0,0.0,0.0,0.0,0.0,v Afghanistan,Gros Islet,Evin Lewis
292,TDNB,0.0,0.0,0.0,0.0,0.0,v India,Port of Spain,Evin Lewis
293,21,21.0,37.0,56.75,2.0,0.0,v India,Port of Spain,Evin Lewis
294,2,2.0,5.0,40.0,0.0,0.0,v India,North Sound,Evin Lewis
295,35,35.0,60.0,58.33,2.0,2.0,v India,North Sound,Evin Lewis
296,9,9.0,20.0,45.0,0.0,0.0,v India,Kingston,Evin Lewis
297,11,11.0,14.0,78.57,1.0,0.0,v England,Manchester,Evin Lewis
298,TDNB,0.0,0.0,0.0,0.0,0.0,v England,Nottingham,Evin Lewis
299,13,13.0,8.0,162.5,0.0,2.0,v England,Bristol,Evin Lewis
300,176*,176.0,130.0,135.38,17.0,7.0,v England,The Oval,Evin Lewis
301,76,76.0,100.0,76.0,7.0,1.0,v New Zealand,Whangarei,Evin Lewis
302,10,10.0,17.0,58.82,2.0,0.0,v New Zealand,Christchurch,Evin Lewis
303,31,31.0,49.0,63.26,3.0,0.0,v U.A.E.,Harare,Evin Lewis
304,8,8.0,6.0,133.33,0.0,1.0,v P.N.G.,Harare,Evin Lewis
305,9,9.0,11.0,81.81,2.0,0.0,v Ireland,Harare,Evin Lewis
306,27,27.0,37.0,72.97,4.0,0.0,v Afghanistan,Harare,Evin Lewis
307,64,64.0,75.0,85.33,7.0,1.0,v Zimbabwe,Harare,Evin Lewis
308,66,66.0,87.0,75.86,7.0,2.0,v Scotland,Harare,Evin Lewis
309,27,27.0,36.0,75.0,6.0,0.0,v Afghanistan,Harare,Evin Lewis
